Name,Age,Height,Sport,Book,Movie,Music,Food,Country
Person_1148,24,150,Yoga,Thriller,Thriller,Jazz,Curry,France
Person_1149,33,168,Volleyball,Self-help,Mystery,None,Tacos,China
Person_1150,18,166,Swimming,Mystery,Mystery,Electronic,Ramen,China
Person_1151,29,155,None,Mystery,Science Fiction,Folk,Tacos,France
Person_1152,29,175,Yoga,Science Fiction,None,Blues,Curry,China
Person_1153,27,180,Yoga,Mystery,Horror,Electronic,Jollof Rice,USA
Person_1154,21,153,Tennis,Self-help,Documentary,Rock,Pad Thai,China
Person_1155,30,155,Basketball,Mystery,Action,Rock,Beef Noodle,India
Person_1156,23,171,Hiking,Biography,Romance,None,Pizza,Italy
Person_1157,18,152,Golf,None,Action,Reggae,Lasagna,England
Person_1158,24,165,Basketball,Self-help,Documentary,Blues,Ramen,South Korea
Person_1159,34,152,Cycling,Self-help,Fantasy,Jazz,Pizza,England
Person_1160,21,157,Hiking,None,Romance,Electronic,Jollof Rice,Italy
Person_1161,32,164,Cycling,Mystery,Romance,Pop,Lasagna,Japan
Person_1162,28,158,Tennis,Poetry,Mystery,Hip Hop,Ramen,France
Person_1163,18,168,Hiking,Self-help,Romance,Electronic,Jollof Rice,Australia
Person_1164,26,154,Tennis,Biography,Horror,None,Tacos,France
Person_1165,22,163,Soccer,Romance,Documentary,None,Sushi,South Korea
Person_1166,22,157,Basketball,Romance,None,Folk,Jollof Rice,Italy
Person_1167,19,159,Hiking,Science Fiction,Documentary,Folk,Curry,Japan
Person_1168,35,171,None,Self-help,Drama,Blues,Lasagna,India
Person_1169,32,159,Soccer,Science Fiction,Comedy,Jazz,Jollof Rice,France
Person_1170,20,172,Cycling,Mystery,Science Fiction,Electronic,Pizza,USA
Person_1171,24,168,Tennis,Romance,Thriller,Rock,Curry,China
Person_1172,30,170,Running,Historical Fiction,None,Country,Jollof Rice,Canada
Person_1173,21,176,Golf,Horror,Science Fiction,Blues,Falafel,Australia
Person_1174,25,170,Running,Thriller,Fantasy,Rock,Ramen,Canada
Person_1175,29,166,Tennis,Mystery,Drama,Pop,Falafel,Australia
Person_1176,33,174,None,Self-help,Mystery,None,Pizza,Japan
Person_1177,32,157,Yoga,Romance,None,Reggae,Lasagna,England
Person_1178,28,166,Cycling,Thriller,None,Folk,Tacos,South Korea
Person_1179,33,156,Swimming,Romance,Fantasy,Classical,Pizza,South Korea
Person_1180,35,163,Running,Biography,Fantasy,Hip Hop,Beef Noodle,USA
Person_1181,35,157,Swimming,Thriller,Action,Hip Hop,Pizza,Japan
Person_1182,30,150,Tennis,Horror,Comedy,Electronic,Tacos,England
Person_1183,19,166,Soccer,Romance,Romance,Electronic,Sushi,India
Person_1184,21,175,Running,Self-help,Comedy,Classical,Sushi,India
Person_1185,32,166,None,Thriller,Horror,Pop,Curry,USA
Person_1186,33,157,Tennis,Biography,Comedy,Reggae,Pad Thai,France
Person_1187,26,152,Cycling,Historical Fiction,Mystery,Hip Hop,Pad Thai,Italy
Person_1188,19,163,None,Science Fiction,Horror,None,Beef Noodle,South Korea
Person_1189,33,179,Yoga,Science Fiction,Action,Rock,Curry,France
Person_1190,32,180,Volleyball,Science Fiction,Mystery,Electronic,Ramen,Canada
Person_1191,22,180,Soccer,Fantasy,Action,Electronic,Falafel,South Korea
Person_1192,35,179,None,Self-help,Drama,Hip Hop,Jollof Rice,Italy
Person_1193,29,162,None,Poetry,Science Fiction,Pop,Jollof Rice,USA
Person_1194,33,152,Tennis,Fantasy,Thriller,Country,Pad Thai,India
Person_1195,22,160,Golf,Romance,Documentary,Reggae,Pad Thai,Italy
Person_1196,18,150,None,Historical Fiction,Documentary,Hip Hop,Pad Thai,India
Person_1197,33,163,Cycling,Mystery,Horror,Reggae,Curry,South Korea
Person_1198,21,156,Volleyball,Poetry,Thriller,Reggae,Pizza,Australia
Person_1199,20,162,None,Self-help,Science Fiction,Country,Lasagna,Japan
Person_1200,19,157,Swimming,None,Fantasy,Blues,Lasagna,Canada
Person_1201,33,168,Soccer,Historical Fiction,Horror,Reggae,Curry,France
Person_1202,29,153,Yoga,Romance,Documentary,Reggae,Pad Thai,South Korea
Person_1203,35,168,Soccer,Romance,Fantasy,None,Jollof Rice,South Korea
Person_1204,21,150,Volleyball,Poetry,Drama,Hip Hop,Lasagna,Canada
Person_1205,31,164,Golf,Historical Fiction,Documentary,Hip Hop,Falafel,China
Person_1206,30,162,Volleyball,Romance,Documentary,Classical,Falafel,USA
Person_1207,34,171,Swimming,Romance,Romance,Rock,Jollof Rice,Canada
Person_1208,27,164,Golf,Mystery,Romance,Reggae,Ramen,South Korea
Person_1209,22,162,Volleyball,Romance,Fantasy,Country,Curry,China
Person_1210,20,157,None,Fantasy,Thriller,Electronic,Jollof Rice,South Korea
Person_1211,29,158,Hiking,Romance,Romance,Jazz,Jollof Rice,Canada
Person_1212,20,167,None,Poetry,Fantasy,Hip Hop,Lasagna,England
Person_1213,25,164,Soccer,Fantasy,Fantasy,Blues,Tacos,South Korea
Person_1214,33,173,Basketball,Horror,Mystery,Electronic,Ramen,France
Person_1215,25,162,None,Historical Fiction,Fantasy,Country,Beef Noodle,Australia
Person_1216,21,177,Cycling,Self-help,Fantasy,Blues,Curry,Australia
Person_1217,20,165,Golf,Fantasy,Science Fiction,Reggae,Ramen,Japan
Person_1218,28,179,Yoga,Fantasy,Horror,None,Sushi,Australia
Person_1219,24,161,Running,Thriller,Documentary,Jazz,Jollof Rice,USA
Person_1220,33,171,None,Biography,Comedy,Electronic,Lasagna,Canada
Person_1221,33,154,Soccer,Self-help,Mystery,None,Beef Noodle,France
Person_1222,31,156,Tennis,Science Fiction,Mystery,Reggae,Falafel,England
Person_1223,27,174,Golf,Fantasy,Science Fiction,Reggae,Tacos,Australia
Person_1224,25,154,Cycling,Poetry,None,Pop,Falafel,India
Person_1225,29,175,Running,None,Mystery,Country,Pizza,France
Person_1226,31,162,Volleyball,None,Mystery,Jazz,Ramen,Japan
Person_1227,31,155,Swimming,Thriller,Science Fiction,Rock,Pizza,France
Person_1228,19,161,None,Thriller,Drama,Blues,Jollof Rice,Canada
Person_1229,24,152,None,Mystery,Drama,Folk,Jollof Rice,China
Person_1230,24,167,Running,Horror,Mystery,Blues,Tacos,Australia
Person_1231,33,150,Basketball,Thriller,Fantasy,None,Pad Thai,South Korea
Person_1232,24,160,Soccer,Historical Fiction,None,None,Pad Thai,South Korea
Person_1233,23,163,Golf,Historical Fiction,Horror,Pop,Ramen,South Korea
Person_1234,32,150,Running,Mystery,Romance,Classical,Lasagna,Japan
Person_1235,30,158,Volleyball,Fantasy,Mystery,Rock,Ramen,India
Person_1236,18,158,Tennis,Romance,Documentary,Reggae,Ramen,South Korea
Person_1237,34,172,None,None,Thriller,Country,Tacos,Canada
Person_1238,29,159,Yoga,Biography,Action,Country,Lasagna,South Korea
Person_1239,33,173,Volleyball,Science Fiction,Science Fiction,Reggae,Falafel,China
Person_1240,22,164,Running,Historical Fiction,Comedy,Blues,Ramen,Japan
Person_1241,27,166,Volleyball,Thriller,Science Fiction,Reggae,Pizza,France
Person_1242,22,171,Running,Thriller,Thriller,Blues,Ramen,Italy
Person_1243,25,157,Basketball,Science Fiction,Drama,Folk,Ramen,Japan
Person_1244,19,173,Golf,None,None,Reggae,Jollof Rice,England
Person_1245,27,160,Golf,Romance,Drama,Blues,Pizza,Australia
Person_1246,25,154,None,Fantasy,None,Classical,Tacos,Canada
Person_1247,28,152,Hiking,Self-help,Comedy,Electronic,Ramen,Australia
Person_1248,30,175,Volleyball,Mystery,Romance,Hip Hop,Beef Noodle,France
Person_1249,32,151,Yoga,Mystery,Horror,Hip Hop,Tacos,England
Person_1250,33,157,None,Romance,Fantasy,Country,Tacos,Italy
Person_1251,18,156,Soccer,Poetry,Mystery,Electronic,Tacos,South Korea
Person_1252,26,172,Golf,None,Science Fiction,Electronic,Beef Noodle,Australia
Person_1253,23,152,None,Poetry,Thriller,Electronic,Falafel,France
Person_1254,32,152,None,Historical Fiction,Action,None,Beef Noodle,France
Person_1255,32,150,Running,Science Fiction,Mystery,None,Beef Noodle,China
Person_1256,29,155,Yoga,Horror,Romance,None,Ramen,South Korea
Person_1257,18,157,Hiking,Self-help,Action,None,Curry,England
Person_1258,32,167,Golf,Romance,Thriller,Folk,Curry,Italy
Person_1259,34,169,Volleyball,Fantasy,Documentary,Electronic,Pad Thai,China
Person_1260,21,157,Running,Mystery,Drama,Blues,Ramen,Australia
Person_1261,27,165,None,Biography,Horror,Reggae,Lasagna,South Korea
Person_1262,34,177,Cycling,Historical Fiction,Horror,Jazz,Lasagna,Italy
Person_1263,19,167,Basketball,Thriller,None,Blues,Tacos,England
Person_1264,26,176,Golf,Fantasy,Fantasy,Classical,Falafel,England
Person_1265,23,179,Tennis,Fantasy,Mystery,Jazz,Tacos,France
Person_1266,32,155,Cycling,Romance,Mystery,Jazz,Tacos,China
Person_1267,25,160,Swimming,Self-help,Drama,Classical,Jollof Rice,China
Person_1268,25,163,Volleyball,Historical Fiction,Documentary,Hip Hop,Beef Noodle,Japan
Person_1269,21,165,Cycling,Self-help,Documentary,Pop,Tacos,England
Person_1270,35,164,Running,Fantasy,Documentary,Classical,Falafel,England
Person_1271,20,156,Running,Fantasy,Drama,Hip Hop,Jollof Rice,Australia
Person_1272,19,159,Swimming,Thriller,Documentary,Classical,Falafel,India
Person_1273,29,161,None,Science Fiction,Drama,Hip Hop,Falafel,Australia
Person_1274,25,164,Hiking,Romance,Documentary,Jazz,Falafel,Italy
Person_1275,29,152,Golf,Science Fiction,Romance,Country,Pizza,Australia
Person_1276,29,164,Basketball,Horror,Fantasy,Classical,Falafel,China
Person_1277,29,175,Hiking,Fantasy,None,Pop,Ramen,England
Person_1278,27,179,Golf,Mystery,None,Rock,Pizza,Italy
Person_1279,35,158,None,Science Fiction,Mystery,Folk,Curry,USA
Person_1280,19,161,Basketball,Romance,Science Fiction,Hip Hop,Tacos,Australia
Person_1281,18,178,Golf,Biography,Documentary,Pop,Beef Noodle,Australia
Person_1282,31,155,None,Self-help,Romance,Rock,Ramen,Australia
Person_1283,25,167,Hiking,Historical Fiction,Thriller,Jazz,Ramen,England
Person_1284,23,160,Basketball,Biography,None,Jazz,Falafel,Italy
Person_1285,25,167,Golf,None,Romance,Pop,Tacos,France
Person_1286,30,155,Basketball,Historical Fiction,Fantasy,Rock,Lasagna,England
Person_1287,24,166,Golf,Biography,Thriller,Classical,Ramen,France
Person_1288,19,165,Swimming,Romance,Documentary,Country,Jollof Rice,Canada
Person_1289,33,179,Running,None,Mystery,Reggae,Jollof Rice,South Korea
Person_1290,31,170,None,Romance,Mystery,Electronic,Pad Thai,England
Person_1291,26,170,Basketball,Science Fiction,Horror,Hip Hop,Pad Thai,Italy
Person_1292,33,164,Swimming,Historical Fiction,Mystery,None,Pizza,USA
Person_1293,26,154,Basketball,None,Action,Hip Hop,Lasagna,USA
Person_1294,29,150,Hiking,Science Fiction,Drama,Country,Pad Thai,India
Person_1295,23,158,Tennis,Mystery,Mystery,Classical,Jollof Rice,Australia
Person_1296,18,155,Running,Mystery,Comedy,Jazz,Beef Noodle,USA
Person_1297,31,168,None,Horror,Documentary,Jazz,Jollof Rice,Italy
Person_1298,20,177,Running,Historical Fiction,Thriller,Jazz,Curry,Australia
Person_1299,28,171,Hiking,Fantasy,None,Reggae,Ramen,England
Person_1300,28,154,Yoga,Thriller,Horror,Rock,Sushi,Japan
Person_1301,33,177,None,Self-help,Fantasy,Classical,Ramen,France
Person_1302,30,150,Running,Biography,None,None,Pad Thai,USA
Person_1303,19,180,Volleyball,Science Fiction,Horror,Hip Hop,Sushi,Canada
Person_1304,35,153,Yoga,Fantasy,Drama,Folk,Beef Noodle,France
Person_1305,27,175,Swimming,Fantasy,Science Fiction,Rock,Sushi,USA
Person_1306,32,151,None,Poetry,Romance,Reggae,Pizza,England
Person_1307,31,173,Basketball,None,Comedy,Rock,Falafel,England
Person_1308,29,171,Yoga,Science Fiction,Fantasy,Rock,Lasagna,India
Person_1309,18,173,Volleyball,Historical Fiction,Horror,Classical,Falafel,Japan
Person_1310,24,166,Cycling,Romance,Comedy,Classical,Curry,Canada
Person_1311,32,162,Yoga,None,Horror,Classical,Pad Thai,England
Person_1312,29,164,Yoga,None,Action,Electronic,Falafel,India
Person_1313,34,170,Golf,Biography,Science Fiction,Classical,Beef Noodle,China
Person_1314,32,168,Cycling,Self-help,Fantasy,None,Pizza,Australia
Person_1315,24,150,Volleyball,Poetry,Comedy,Jazz,Falafel,South Korea
Person_1316,26,166,Yoga,Biography,Documentary,Pop,Sushi,Australia
Person_1317,19,164,Golf,Biography,Fantasy,Jazz,Pizza,Canada
Person_1318,19,170,Hiking,Fantasy,None,Folk,Pizza,China
Person_1319,28,172,Yoga,Poetry,Romance,Classical,Sushi,India
Person_1320,30,178,Tennis,Mystery,Comedy,Electronic,Sushi,France
Person_1321,31,158,Cycling,Fantasy,Fantasy,Electronic,Lasagna,Australia
Person_1322,32,170,None,Self-help,Comedy,Hip Hop,Tacos,France
Person_1323,21,159,Golf,Romance,Documentary,Blues,Sushi,Italy
Person_1324,31,158,Soccer,Poetry,Romance,Country,Ramen,China
Person_1325,19,179,Yoga,Historical Fiction,Romance,None,Lasagna,France
Person_1326,32,161,Golf,Historical Fiction,Mystery,Blues,Falafel,France
Person_1327,23,172,Tennis,Thriller,Action,Hip Hop,Falafel,France
Person_1328,23,154,Hiking,Horror,Fantasy,Jazz,Falafel,China
Person_1329,26,180,Basketball,Science Fiction,Mystery,Country,Beef Noodle,USA
Person_1330,32,172,Hiking,Historical Fiction,Thriller,Blues,Curry,Australia
Person_1331,30,153,Golf,None,Drama,Folk,Sushi,South Korea
Person_1332,25,162,Running,Horror,Action,Blues,Falafel,Japan
Person_1333,22,168,Hiking,Historical Fiction,Documentary,Jazz,Sushi,South Korea
Person_1334,29,168,Basketball,Science Fiction,Romance,Rock,Tacos,USA
Person_1335,34,169,Soccer,Horror,Fantasy,Country,Ramen,Italy
Person_1336,20,153,Yoga,Science Fiction,Action,Reggae,Curry,Japan
Person_1337,29,176,Cycling,Poetry,Comedy,Blues,Tacos,France
Person_1338,21,159,Basketball,Poetry,Documentary,Folk,Pizza,USA
Person_1339,30,154,Yoga,Science Fiction,Drama,Electronic,Pizza,Italy
Person_1340,22,155,Yoga,Biography,Mystery,Electronic,Pizza,Japan
Person_1341,20,150,Golf,Science Fiction,Action,Classical,Curry,India
Person_1342,20,163,Yoga,Romance,Thriller,Jazz,Lasagna,USA
Person_1343,24,157,Running,None,Mystery,Pop,Tacos,France
Person_1344,29,158,Hiking,Romance,Comedy,Reggae,Lasagna,USA
Person_1345,25,179,Swimming,Biography,Fantasy,Reggae,Beef Noodle,France
Person_1346,21,160,Golf,Historical Fiction,Science Fiction,Rock,Lasagna,South Korea
Person_1347,28,177,Yoga,Poetry,None,Folk,Ramen,USA
Person_1348,34,171,Running,Biography,None,Country,Ramen,Italy
Person_1349,28,152,Hiking,Historical Fiction,Thriller,Blues,Pizza,South Korea
Person_1350,25,173,Soccer,Historical Fiction,Thriller,Reggae,Curry,India
Person_1351,24,164,Basketball,Thriller,Mystery,Electronic,Curry,India
Person_1352,30,177,Swimming,Science Fiction,Horror,Electronic,Tacos,China
Person_1353,22,173,Running,Thriller,Horror,Electronic,Tacos,England
Person_1354,27,170,Yoga,Romance,Documentary,Folk,Curry,India
Person_1355,21,176,Cycling,Fantasy,Horror,Pop,Jollof Rice,India
Person_1356,23,167,None,Romance,Romance,Country,Pad Thai,Japan
Person_1357,18,158,Hiking,Fantasy,Horror,Electronic,Jollof Rice,Japan
Person_1358,23,152,Swimming,Historical Fiction,Drama,Hip Hop,Curry,China
Person_1359,25,173,Hiking,Poetry,Fantasy,Electronic,Beef Noodle,Canada
Person_1360,22,152,Soccer,Horror,Science Fiction,Pop,Curry,Canada
Person_1361,33,165,Hiking,Self-help,Comedy,Country,Tacos,Italy
Person_1362,29,168,Running,Horror,Comedy,Rock,Tacos,China
Person_1363,35,164,Yoga,Historical Fiction,Comedy,Electronic,Curry,South Korea
Person_1364,30,162,Soccer,Thriller,Fantasy,Folk,Lasagna,Japan
Person_1365,32,169,Tennis,Poetry,Thriller,Folk,Pad Thai,France
Person_1366,18,160,Hiking,Biography,Science Fiction,Electronic,Ramen,China
Person_1367,24,153,Swimming,Biography,Drama,Reggae,Beef Noodle,China
Person_1368,23,170,Cycling,Mystery,Action,Electronic,Pizza,Japan
Person_1369,25,150,Running,Science Fiction,None,Jazz,Sushi,France
Person_1370,28,163,Hiking,Romance,None,Country,Lasagna,Canada
Person_1371,31,153,Running,Biography,Drama,Folk,Beef Noodle,Japan
Person_1372,25,169,Golf,None,Romance,Classical,Pad Thai,England
Person_1373,20,179,Basketball,Self-help,Thriller,Country,Ramen,India
Person_1374,35,160,Tennis,Mystery,Comedy,Folk,Pad Thai,South Korea
Person_1375,24,164,Tennis,None,Documentary,None,Curry,England
Person_1376,23,165,Volleyball,Mystery,Comedy,Blues,Pad Thai,Canada
Person_1377,18,158,Running,Biography,Action,Hip Hop,Tacos,Italy
Person_1378,28,161,Yoga,Fantasy,Fantasy,Jazz,Falafel,India
Person_1379,18,165,Soccer,Science Fiction,Comedy,Blues,Tacos,South Korea
Person_1380,34,167,Volleyball,Thriller,Fantasy,Electronic,Ramen,France
Person_1381,18,165,Golf,Biography,Comedy,Rock,Beef Noodle,China
Person_1382,25,176,Basketball,Science Fiction,Comedy,Reggae,Ramen,Japan
Person_1383,23,155,Hiking,Science Fiction,Thriller,Jazz,Tacos,Japan
Person_1384,24,170,Running,Mystery,Thriller,Classical,Jollof Rice,South Korea
Person_1385,22,180,Hiking,None,Drama,Reggae,Sushi,Canada
Person_1386,21,160,Cycling,Mystery,Documentary,Reggae,Pad Thai,South Korea
Person_1387,26,155,Cycling,Fantasy,Fantasy,Folk,Jollof Rice,South Korea
Person_1388,21,154,Cycling,Horror,Documentary,Electronic,Sushi,Australia
Person_1389,24,166,Yoga,Romance,Comedy,Hip Hop,Pad Thai,England
Person_1390,21,174,None,None,Comedy,Blues,Tacos,France
Person_1391,30,173,Running,Biography,Fantasy,Hip Hop,Falafel,France
Person_1392,29,179,None,None,Thriller,Blues,Beef Noodle,India
Person_1393,35,155,Running,Biography,Mystery,Jazz,Tacos,Japan
Person_1394,22,171,Yoga,Fantasy,Comedy,Hip Hop,Beef Noodle,Australia
Person_1395,23,175,Soccer,Horror,Science Fiction,Rock,Jollof Rice,Italy
Person_1396,25,165,Yoga,Historical Fiction,Mystery,Electronic,Beef Noodle,India
Person_1397,32,157,Swimming,Horror,Documentary,Rock,Curry,China
Person_1398,30,172,Basketball,Historical Fiction,Mystery,Hip Hop,Falafel,France
Person_1399,21,169,Yoga,Thriller,Comedy,Electronic,Falafel,Canada
Person_1400,24,172,Yoga,Mystery,Mystery,Jazz,Sushi,England
Person_1401,31,152,Golf,Thriller,Documentary,Rock,Beef Noodle,Italy
Person_1402,23,171,Hiking,None,Romance,None,Ramen,India
Person_1403,35,168,Volleyball,Fantasy,Fantasy,Rock,Curry,India
Person_1404,28,163,Tennis,Horror,Action,Jazz,Ramen,Italy
Person_1405,22,177,None,Fantasy,Documentary,Blues,Ramen,France
Person_1406,20,162,Swimming,Self-help,Drama,Country,Falafel,England
Person_1407,24,155,Hiking,Romance,Comedy,Blues,Pad Thai,China
Person_1408,33,167,Tennis,Mystery,Horror,Hip Hop,Curry,USA
Person_1409,31,152,Basketball,Mystery,Documentary,Jazz,Beef Noodle,Australia
Person_1410,33,162,None,Self-help,Drama,Pop,Lasagna,South Korea
Person_1411,24,163,Tennis,Fantasy,Mystery,Country,Ramen,France
Person_1412,35,150,Soccer,Self-help,Fantasy,Reggae,Sushi,Italy
Person_1413,21,150,Basketball,Horror,Horror,Hip Hop,Falafel,India
Person_1414,21,153,Running,Fantasy,Romance,Classical,Tacos,England
Person_1415,21,179,Running,Self-help,Thriller,Reggae,Sushi,Australia
Person_1416,29,176,Basketball,Fantasy,Horror,Pop,Sushi,India
Person_1417,30,168,Tennis,Horror,Thriller,None,Curry,Canada
Person_1418,28,174,Hiking,Historical Fiction,Horror,Rock,Pizza,USA
Person_1419,23,163,Volleyball,Historical Fiction,Science Fiction,Blues,Curry,China
Person_1420,20,157,None,None,Comedy,Blues,Curry,China
Person_1421,23,160,Soccer,Poetry,Drama,Classical,Pizza,Italy
Person_1422,25,157,Hiking,Science Fiction,Drama,Jazz,Tacos,Italy
Person_1423,24,160,Yoga,Science Fiction,Documentary,None,Sushi,England
Person_1424,32,175,Cycling,Poetry,Drama,Jazz,Curry,Australia
Person_1425,22,165,Yoga,Mystery,None,Folk,Jollof Rice,France
Person_1426,27,160,Hiking,Historical Fiction,Thriller,Rock,Ramen,South Korea
Person_1427,31,152,Cycling,Historical Fiction,Thriller,Rock,Lasagna,France
Person_1428,18,177,Yoga,Science Fiction,Fantasy,Country,Pizza,China
Person_1429,28,161,Tennis,None,Horror,Blues,Pad Thai,Canada
Person_1430,27,171,Golf,Poetry,Comedy,Hip Hop,Falafel,China
Person_1431,19,155,Cycling,Romance,Comedy,Classical,Pizza,India
Person_1432,32,154,Swimming,Poetry,Romance,Pop,Pizza,India
Person_1433,30,167,Golf,Mystery,Romance,Electronic,Pizza,France
Person_1434,33,160,None,Mystery,Horror,Blues,Beef Noodle,Italy
Person_1435,25,170,Basketball,Fantasy,Documentary,Rock,Jollof Rice,China
Person_1436,26,165,Cycling,Mystery,Drama,Country,Beef Noodle,Japan
Person_1437,32,179,Golf,Fantasy,Drama,Electronic,Ramen,England
Person_1438,18,152,Yoga,Self-help,Drama,Reggae,Pizza,Canada
Person_1439,20,161,Hiking,Fantasy,Thriller,Blues,Beef Noodle,South Korea
Person_1440,28,156,None,Poetry,Action,Jazz,Falafel,USA
Person_1441,35,173,Volleyball,Horror,Romance,Pop,Sushi,USA
Person_1442,32,177,Running,Thriller,Fantasy,Rock,Lasagna,Italy
Person_1443,27,175,Hiking,Self-help,Thriller,Reggae,Falafel,England
Person_1444,27,156,Volleyball,None,Horror,Folk,Pizza,India
Person_1445,27,160,Running,Romance,Action,Pop,Jollof Rice,China
Person_1446,31,175,Volleyball,Horror,Romance,Classical,Lasagna,India
Person_1447,30,152,Soccer,None,None,Classical,Tacos,Italy
Person_1448,33,156,Cycling,Historical Fiction,Science Fiction,Hip Hop,Ramen,USA
Person_1449,22,175,Cycling,Science Fiction,Thriller,Classical,Sushi,China
Person_1450,30,163,Swimming,Biography,Fantasy,Reggae,Pizza,Japan
Person_1451,22,172,Swimming,Mystery,Drama,Hip Hop,Curry,India
Person_1452,34,157,None,Historical Fiction,Horror,None,Pad Thai,Canada
Person_1453,30,154,Hiking,Mystery,Comedy,None,Pizza,Canada
Person_1454,24,156,Hiking,Science Fiction,Comedy,Blues,Falafel,USA
Person_1455,35,166,Volleyball,Historical Fiction,Fantasy,Hip Hop,Falafel,Canada
Person_1456,32,161,Golf,Romance,Drama,Pop,Jollof Rice,France
Person_1457,22,150,Running,Science Fiction,Horror,Country,Pizza,Japan
Person_1458,30,153,Golf,Horror,None,Jazz,Falafel,USA
Person_1459,23,165,Running,Poetry,Thriller,Classical,Lasagna,Italy
Person_1460,26,175,Running,Historical Fiction,Documentary,Folk,Falafel,USA
Person_1461,28,159,Volleyball,Thriller,Comedy,Hip Hop,Beef Noodle,South Korea
Person_1462,24,167,Running,Biography,Thriller,Rock,Pad Thai,Italy
Person_1463,35,169,None,None,Horror,Folk,Sushi,USA
Person_1464,32,158,Yoga,Poetry,None,Reggae,Pad Thai,USA
Person_1465,20,177,Swimming,None,None,Country,Sushi,England
Person_1466,32,179,Running,Mystery,Action,Electronic,Curry,China
Person_1467,30,154,Hiking,Historical Fiction,Horror,Rock,Jollof Rice,Italy
Person_1468,18,172,Swimming,Biography,Romance,Reggae,Pad Thai,USA
Person_1469,27,167,Swimming,Horror,Fantasy,Pop,Beef Noodle,France
Person_1470,32,170,Soccer,Historical Fiction,Thriller,Rock,Jollof Rice,India
Person_1471,27,170,Cycling,Historical Fiction,Mystery,Hip Hop,Pizza,Canada
Person_1472,21,150,Hiking,None,Mystery,Folk,Pizza,Canada
Person_1473,34,162,Soccer,Fantasy,Mystery,Rock,Beef Noodle,Canada
Person_1474,19,175,Yoga,Romance,Fantasy,Electronic,Sushi,England
Person_1475,21,167,Yoga,Horror,Documentary,None,Tacos,South Korea
Person_1476,22,150,Volleyball,Historical Fiction,Comedy,Country,Ramen,Japan
Person_1477,21,177,Cycling,Horror,Thriller,Hip Hop,Tacos,China
Person_1478,28,175,Volleyball,Mystery,Mystery,Jazz,Beef Noodle,France
Person_1479,22,158,Tennis,Self-help,None,None,Ramen,USA
Person_1480,31,179,Cycling,Thriller,Thriller,Rock,Curry,Australia
Person_1481,22,165,Golf,Mystery,None,Blues,Lasagna,USA
Person_1482,21,170,Hiking,Fantasy,Comedy,Blues,Falafel,France
Person_1483,20,176,None,Thriller,Romance,Pop,Lasagna,China
Person_1484,20,170,None,Horror,Science Fiction,Reggae,Sushi,Japan
Person_1485,31,159,None,Thriller,Horror,Jazz,Ramen,China
Person_1486,21,160,Hiking,None,Horror,Rock,Pad Thai,Japan
Person_1487,20,169,Yoga,Biography,None,Folk,Pad Thai,Italy
Person_1488,34,160,Yoga,Science Fiction,None,Rock,Curry,Canada
Person_1489,24,161,Golf,Mystery,Documentary,Classical,Beef Noodle,Australia
Person_1490,33,162,Tennis,Self-help,Fantasy,Country,Falafel,Australia
Person_1491,34,150,Running,Thriller,None,Classical,Falafel,China
Person_1492,29,162,Basketball,Romance,Mystery,Electronic,Beef Noodle,Italy
Person_1493,33,156,Golf,Mystery,Action,Country,Falafel,Japan
Person_1494,25,161,None,Mystery,Action,Classical,Pizza,Australia
Person_1495,25,153,Cycling,Historical Fiction,Action,Electronic,Pizza,Australia
Person_1496,31,152,Swimming,None,Action,Jazz,Jollof Rice,Japan
Person_1497,33,168,None,Fantasy,None,Folk,Curry,USA
Person_1498,18,151,Soccer,None,Comedy,Reggae,Tacos,Australia
Person_1499,23,155,None,None,Fantasy,Classical,Lasagna,Canada
Person_1500,29,150,Basketball,Self-help,Thriller,Reggae,Sushi,South Korea
Person_1501,33,171,Golf,Horror,Documentary,Country,Tacos,Japan
Person_1502,23,172,Golf,Self-help,Documentary,Classical,Falafel,China
Person_1503,27,160,Yoga,Self-help,Drama,Hip Hop,Jollof Rice,USA
Person_1504,19,157,Golf,Mystery,None,Electronic,Ramen,Japan
Person_1505,20,179,Hiking,Mystery,None,Jazz,Beef Noodle,Japan
Person_1506,35,170,Volleyball,Romance,Science Fiction,Jazz,Lasagna,USA
Person_1507,32,170,Volleyball,Fantasy,Documentary,None,Lasagna,Italy
Person_1508,22,175,Tennis,Historical Fiction,Action,Country,Sushi,England
Person_1509,34,158,Cycling,Horror,None,Electronic,Pizza,Australia
Person_1510,24,172,Swimming,Horror,Action,Country,Pad Thai,France
Person_1511,29,168,Soccer,Mystery,Romance,Country,Pizza,England
Person_1512,34,178,Hiking,Romance,Mystery,Folk,Ramen,Australia
Person_1513,34,150,Hiking,Historical Fiction,Documentary,None,Falafel,France
Person_1514,23,178,Swimming,Horror,Thriller,Hip Hop,Pizza,Australia
Person_1515,19,155,Tennis,Thriller,Horror,Classical,Tacos,France
Person_1516,23,167,Cycling,Biography,Documentary,Folk,Pad Thai,Japan
Person_1517,34,150,Yoga,Fantasy,Horror,Hip Hop,Sushi,Australia
Person_1518,35,164,Tennis,Thriller,Thriller,Reggae,Pizza,South Korea
Person_1519,24,158,Swimming,Poetry,Comedy,Hip Hop,Beef Noodle,South Korea
Person_1520,34,177,Cycling,Poetry,Drama,Electronic,Curry,Canada
